Year,Age,Total
1957,28,2320057.38
1957,29,2342350.84
1957,30,2376488.71
1957,31,2439471.36
1957,32,2436296.05
1957,33,2460704.94
1957,34,2503406.07
1957,35,2503413.26
1957,36,2461568.88
1957,37,2420208.16
1957,38,2340478.09
1957,39,2316764.55
1957,40,2290381.31
1957,41,2270132.25
1957,42,2227128.32
1957,43,2211722.03
1957,44,2188173.2
1957,45,2139509.31
1957,46,2104080.69
1957,47,2083652.65
1957,48,2057053.93
1957,49,1978411.74
1957,50,1905968.85
1957,51,1847030.08
1957,52,1794452.7
1957,53,1735395.23
1957,54,1667957.97
1957,55,1643334.69
1957,56,1624989.58
1957,57,1585494.39
1957,58,1557875.83
1957,59,1505519.75
1957,60,1461689.49
1957,61,1430749.05
1957,62,1400571.29
1957,63,1364385.79
1957,64,1318504.93
1957,65,1259237.67
1957,66,1209508.26
1957,67,1175198.43
1957,68,1125209.69
1957,69,1071769.68
1957,70,997576.58
1957,71,931715.37
1957,72,868576.12
1957,73,802126.91
1957,74,724231.84
1957,75,657209.51
1957,76,591642.01
1957,77,534187.1
1957,78,479550.83
1957,79,433481.8
1957,80,391507.3
1957,81,347900.4
1957,82,295345.6
1957,83,249447.57
1957,84,216500.51
1957,85,175105.25
1957,86,150602.1
1957,87,119555.26
1957,88,92296.79
1957,89,72778.9
1957,90,56406.08
1957,91,41460.25
1957,92,30060.46
1957,93,21917.93
1957,94,16056.34
1957,95,11727.37
1957,96,8433.12
1957,97,5365.31
1957,98,3358.66
1957,99,2175.65
1957,100,1461.4
1957,101,982.92
1957,102,670.62
1957,103,474.74
1957,104,336.84
1957,105,245.82
1957,106,207.81
1957,107,147.53
1957,108,104.39
1957,109,86.39
1957,110+,293.66
1958,0,4030531.18
1958,1,3978987.3
1958,2,3910391.86
1958,3,3856694.01
1958,4,3797630.9
1958,5,3707989.18
1958,6,3607812.1
1958,7,3524614.64
1958,8,3428161.14
1958,9,3426012.41
1958,10,3592214.01
1958,11,3224949.49
1958,12,2742302.82
1958,13,2762988.77
1958,14,2902806.19
1958,15,2767752.36
1958,16,2479010.82
1958,17,2343215.82
1958,18,2215203.55
1958,19,2152324.82
1958,20,2083352.86
1958,21,2043460.69
1958,22,2049408.73
1958,23,2056314.89
1958,24,2026221.25
1958,25,2077510.79
1958,26,2221449.56
1958,27,2318687.91
1958,28,2292809.73
1958,29,2306692.7
1958,30,2364290.86
1958,31,2408214.85
1958,32,2411462.11
1958,33,2479667.69
1958,34,2485813.31
1958,35,2480919.02
1958,36,2522100.68
1958,37,2497939.67
1958,38,2357232.08
1958,39,2324302.26
1958,40,2328451
1958,41,2293213.89
1958,42,2235103.09
1958,43,2228136.46
1958,44,2221238.99
1958,45,2181421.01
1958,46,2128398.3
1958,47,2098173.71
1958,48,2090934.49
1958,49,2027119.2
1958,50,1942341.28
1958,51,1883158.98
1958,52,1830474.92
1958,53,1770682.48
1958,54,1717261.16
1958,55,1668723.62
1958,56,1631175.96
1958,57,1620542.23
1958,58,1599312.14
1958,59,1517123.94
1958,60,1462131.74
1958,61,1440921.88
1958,62,1411483.59
1958,63,1367821.63
1958,64,1336032.21
1958,65,1301337.75
1958,66,1239470.18
1958,67,1182581.31
1958,68,1146654.14
1958,69,1105927.9
1958,70,1021098.81
1958,71,947037.12
1958,72,891675.7
1958,73,835196.74
1958,74,755468.2
1958,75,681961.83
1958,76,616369.23
1958,77,557680.77
1958,78,494599.86
1958,79,442979.25
1958,80,392736.96
1958,81,354706.41
1958,82,312570.8
1958,83,261746.9
1958,84,217839.35
1958,85,187137.53
1958,86,148831.29
1958,87,126832.95
1958,88,99040.36
1958,89,75414.5
1958,90,58178.62
1958,91,44646.45
1958,92,32342.35
1958,93,22928.55
1958,94,16373.9
1958,95,11662.54
1958,96,8377.37
1958,97,5970.19
1958,98,3701.98
1958,99,2300.65
1958,100,1454.58
1958,101,997.1
1958,102,674.14
1958,103,463.88
1958,104,348.67
1958,105,245.39
1958,106,171.75
1958,107,154.93
1958,108,118.26
1958,109,80.08
1958,110+,290.04
-1959,0,4061321.48
-1959,1,4068719.84
-1959,2,4000610.85
-1959,3,3906915.84
-1959,4,3877031.07
-1959,5,3806194.3
-1959,6,3697671.08
-1959,7,3634284.27
-1959,8,3486962.41
-1959,9,3423095.84
-1959,10,3458969.15
-1959,11,3599438.05
-1959,12,3230124.29
-1959,13,2715908.35
-1959,14,2802530.89
-1959,15,2866885.67
-1959,16,2734818.1
-1959,17,2489289.77
-1959,18,2304023.67
-1959,19,2191114.74
-1959,20,2155877.61
-1959,21,2103436.23
-1959,22,2051709.52
-1959,23,2102968.95
-1959,24,2067752.33
-1959,25,2028484.31
-1959,26,2139424.22
-1959,27,2256079.88
-1959,28,2282572.97
-1959,29,2269379.41
-1959,30,2321881.14
-1959,31,2398833.42
-1959,32,2382314.14
-1959,33,2450822.66
-1959,34,2501157.81
-1959,35,2460481.72
-1959,36,2498635.57
-1959,37,2564016.23
-1959,38,2421656.2
-1959,39,2341334.69
-1959,40,2346357.15
-1959,41,2332757.74
-1959,42,2251874.34
-1959,43,2236858.47
-1959,44,2240205.98
-1959,45,2211690.29
-1959,46,2172615.17
-1959,47,2120767.83
-1959,48,2102138.28
-1959,49,2066566.02
-1959,50,1985075.92
-1959,51,1914145.2
-1959,52,1866763.7
-1959,53,1810955.46
-1959,54,1755521.59
-1959,55,1722017.2
-1959,56,1659595.83
-1959,57,1629946.47
-1959,58,1635115.29
-1959,59,1549778.7
-1959,60,1474465.84
-1959,61,1442539.3
-1959,62,1419270.39
-1959,63,1375111.64
-1959,64,1338877.56
-1959,65,1319201.29
-1959,66,1280235.94
-1959,67,1209530.6
-1959,68,1156634.05
-1959,69,1130350.93
-1959,70,1054204.31
-1959,71,969652.78
-1959,72,909957.5
-1959,73,858385.11
-1959,74,786949.17
-1959,75,709830.57
-1959,76,639093.1
-1959,77,581931.32
-1959,78,515353.16
-1959,79,456229.99
-1959,80,399001.57
-1959,81,354760.77
-1959,82,318312.73
-1959,83,278059.05
-1959,84,229416.51
-1959,85,187882.07
-1959,86,160269.63
-1959,87,124991.33
-1959,88,105643.17
-1959,89,80888.35
-1959,90,60293.94
-1959,91,45948.73
-1959,92,34870.55
-1959,93,24622.09
-1959,94,17087.56
-1959,95,11948.66
-1959,96,8408.61
-1959,97,5926.27
-1959,98,4199.94
-1959,99,2565.73
-1959,100,1536.22
-1959,101,970.33
-1959,102,699.68
-1959,103,489.8
-1959,104,342.81
-1959,105,246.24
-1959,106,170.99
-1959,107,121.43
-1959,108,113.95
-1959,109,87.04
-1959,110+,282.44
1959+,0,4085035.34
1959+,1,4091863.96
1959+,2,4023261.62
1959+,3,3929047.07
1959+,4,3898885.92
1959+,5,3827146.22
1959+,6,3717753.88
1959+,7,3653973.98
1959+,8,3505194.84
1959+,9,3440752.06
1959+,10,3476669.52
1959+,11,3617794.88
1959+,12,3245723.81
1959+,13,2728735.52
1959+,14,2817264.49
1959+,15,2881917.97
1959+,16,2748482.74
1959+,17,2500620.65
1959+,18,2316693.2
1959+,19,2207258.22
1959+,20,2170759.82
1959+,21,2117914.19
1959+,22,2065825.62
1959+,23,2117484.35
1959+,24,2082029.56
1959+,25,2040709.32
1959+,26,2152322.98
1959+,27,2269689.28
1959+,28,2296340.27
1959+,29,2283058
1959+,30,2335170.36
1959+,31,2412566.29
1959+,32,2395949.5
1959+,33,2464849.23
1959+,34,2515472.16
1959+,35,2473736.15
1959+,36,2512094.91
1959+,37,2577830.8
1959+,38,2434701.8
1959+,39,2353948.6
1959+,40,2357478.67
1959+,41,2343821.06
1959+,42,2262552.05
1959+,43,2247464.52
1959+,44,2250830.36
1959+,45,2220729.23
1959+,46,2181496.98
1959+,47,2129439.22
1959+,48,2110734.63
1959+,49,2075019.21
1959+,50,1992071.56
1959+,51,1920890.1
1959+,52,1873342.24
1959+,53,1817338.91
1959+,54,1761710.6
1959+,55,1727608.32
1959+,56,1664980.58
1959+,57,1635230.3
1959+,58,1640413.86
1959+,59,1554794.83
1959+,60,1478467.1
1959+,61,1446450.42
1959+,62,1423115.81
1959+,63,1378834.75
1959+,64,1342500.39
1959+,65,1322025.86
1959+,66,1282976.03
1959+,67,1212118.33
1959+,68,1159108.03
1959+,69,1132768.75
1959+,70,1056526.11
1959+,71,971786.1
1959+,72,911956.88
1959+,73,860268.13
1959+,74,788672.79
1959+,75,711274.33
1959+,76,640390.99
1959+,77,583112.33
1959+,78,516397.17
1959+,79,457152.32
1959+,80,399865.77
1959+,81,355528.85
1959+,82,318999.19
1959+,83,278656.82
1959+,84,229908.24
1959+,85,188292.51
1959+,86,160619.88
1959+,87,125262.89
1959+,88,105871.25
1959+,89,81062.14
1959+,90,60422.81
1959+,91,46046.43
1959+,92,34944.3
1959+,93,24674.09
1959+,94,17123.37
1959+,95,11973.58
1959+,96,8426.05
1959+,97,5938.53
1959+,98,4208.58
1959+,99,2570.97
1959+,100,1539.36
1959+,101,972.29
1959+,102,701.14
1959+,103,490.81
1959+,104,343.52
1959+,105,246.76
1959+,106,171.35
1959+,107,121.69
1959+,108,114.19
1959+,109,87.21
1959+,110+,283.06
1960,0,4095587.59
1960,1,4103789.53
1960,2,4086522.86
1960,3,4012874.84
1960,4,3959636.27
1960,5,3918431.57
1960,6,3808464.28
1960,7,3747857.52
1960,8,3602761.18
1960,9,3500179.69
1960,10,3475760.61
1960,11,3486136.28
1960,12,3624589.93
1960,13,3203377.52
1960,14,2783847.56
1960,15,2781809.27
1960,16,2835057.91
1960,17,2759464.76
1960,18,2477319.36
1960,19,2268959.49
1960,20,2209625.48
1960,21,2192242.03
1960,22,2136701.66
1960,23,2118173.51
1960,24,2119513.14
1960,25,2083772.97
1960,26,2100798.59
1960,27,2182850.02
1960,28,2244307.51
1960,29,2264128.44
1960,30,2294349.3
1960,31,2373433.16
1960,32,2390163.3
1960,33,2433725.02
1960,34,2485134.7
1960,35,2488427.09
1960,36,2491918.92
1960,37,2558478.04
1960,38,2489253.27
1960,39,2420015.84
1960,40,2385217.07
1960,41,2362726.26
1960,42,2296596.81
1960,43,2266508.55
1960,44,2263081.02
1960,45,2238809.93
1960,46,2214707.01
1960,47,2171373.61
1960,48,2128419.03
1960,49,2089576.36
1960,50,2024897.03
1960,51,1957575.95
1960,52,1906497.61
1960,53,1862503.76
1960,54,1810210.43
1960,55,1773429.4
1960,56,1724215.91
1960,57,1667096.94
1960,58,1646766.9
1960,59,1578337.49
1960,60,1508935.9
1960,61,1457062.94
1960,62,1421056.1
1960,63,1384254.04
1960,64,1351770.27
1960,65,1327959.94
1960,66,1301833.11
1960,67,1252945.91
1960,68,1191701.9
1960,69,1147540.34
1960,70,1081776.27
1960,71,1005623.32
1960,72,938393.93
1960,73,878516.14
1960,74,809956.18
1960,75,739131.31
1960,76,666174.51
1960,77,605321.65
1960,78,537997.13
1960,79,476486.42
1960,80,418375.29
1960,81,362529.68
1960,82,319985.44
1960,83,283345.96
1960,84,244841.67
1960,85,199262.11
1960,86,161250.23
1960,87,135614.62
1960,88,104194.5
1960,89,86824.84
1960,90,65261.6
1960,91,47873.07
1960,92,36111.2
1960,93,26690.61
1960,94,18423.36
1960,95,12606.99
1960,96,8777.04
1960,97,5999.6
1960,98,4124.52
1960,99,2923.95
1960,100,1774.18
1960,101,1054.63
1960,102,684.21
1960,103,493.05
1960,104,355.45
1960,105,247.68
1960,106,178.73
1960,107,117.27
1960,108,83.39
1960,109,88.62
1960,110+,280.26
1961,0,4133503.47
1961,1,4094503.11
1961,2,4069046.81
1961,3,4078885.99
1961,4,4056068.1
1961,5,3978567.35
1961,6,3889063.59
1961,7,3844118.74
1961,8,3681087.82
1961,9,3610672.69
1961,10,3544067.99
1961,11,3483205.77
1961,12,3493482.85
1961,13,3567124.79
1961,14,3293837.16
1961,15,2746674.89
1961,16,2736276.44
1961,17,2853287.67
1961,18,2754997.26
1961,19,2394221.92
1961,20,2304704.11
1961,21,2235060.28
1961,22,2216052.06
1961,23,2167613.69
1961,24,2122553.43
1961,25,2137498.63
1961,26,2119583.57
1961,27,2121942.46
1961,28,2179430.13
1961,29,2231452.05
1961,30,2282476.71
1961,31,2315438.35
1961,32,2366939.72
1961,33,2409446.57
1961,34,2447468.49
1961,35,2474471.23
1961,36,2498465.75
1961,37,2515986.3
1961,38,2512024.66
1961,39,2481052.06
1961,40,2436060.28
1961,41,2384564.39
1961,42,2335057.54
1961,43,2296534.25
1961,44,2271515.07
1961,45,2253324.36
1961,46,2231789.33
1961,47,2199919.7
1961,48,2155053.5
1961,49,2102201.14
1961,50,2049072.67
1961,51,1991356.64
1961,52,1945218.47
1961,53,1909323.46
1961,54,1871398.72
1961,55,1823596.5
1961,56,1777106
1961,57,1719729.36
1961,58,1651815.82
1961,59,1585848.08
1961,60,1530152.32
1961,61,1472991.23
1961,62,1423443.88
1961,63,1388388.24
1961,64,1362570.85
1961,65,1335548.36
1961,66,1306703.24
1961,67,1275077.31
1961,68,1230991.35
1961,69,1171960
1961,70,1105665.61
1961,71,1039010.67
1961,72,969730.45
1961,73,898637.46
1961,74,828261.96
1961,75,759567.69
1961,76,691824.3
1961,77,624511.41
1961,78,558663.5
1961,79,495077.02
1961,80,448906.65
1961,81,378792.59
1961,82,325947.8
1961,83,284073.3
1961,84,248547.71
1961,85,212126.87
1961,86,170624.53
1961,87,135901.2
1961,88,112599.22
1961,89,85218.6
1961,90,69884.57
1961,91,51594.68
1961,92,37335.12
1961,93,27399.53
1961,94,19879.65
1961,95,13492.14
1961,96,9035.47
1961,97,6202.5
1961,98,4131.24
1961,99,2831.03
1961,100,1972.5
1961,101,1192.14
1961,102,703.45
1961,103,457.09
1961,104,350.29
1961,105,249.83
1961,106,170.1
1961,107,134.09
1961,108,89.65
1961,109,59.63
1961,110+,283.99
1962,0,4128247.26
1962,1,4122903.34
1962,2,4045822.07
1962,3,4070255.95
1962,4,4128229.63
1962,5,4067900.03
1962,6,3948566.54
1962,7,3926188.19
1962,8,3773314.85
1962,9,3703175.22
1962,10,3666253.41
1962,11,3541525.47
1962,12,3490396.24
1962,13,3440691.78
1962,14,3675774.71
1962,15,3253292.12
1962,16,2710930.09
1962,17,2759454.79
1962,18,2856783.56
1962,19,2657498.63
1962,20,2460723.29
1962,21,2328695.89
1962,22,2253049.32
1962,23,2217021.92
1962,24,2178098.63
1962,25,2150035.62
1962,26,2148997.26
1962,27,2131082.2
1962,28,2131939.72
1962,29,2186926.02
1962,30,2260964.38
1962,31,2276956.16
1962,32,2320934.24
1962,33,2364931.5
1962,34,2417950.68
1962,35,2450463.01
1962,36,2474969.86
1962,37,2498465.75
1962,38,2514983.56
1962,39,2508523.29
1962,40,2477052.06
1962,41,2430561.65
1962,42,2379063.02
1962,43,2329054.8
1962,44,2288531.51
1962,45,2263386.71
1962,46,2243264.63
1962,47,2214146.28
1962,48,2172762.02
1962,49,2124931.65
1962,50,2076572.68
1962,51,2021744.62
1962,52,1979910.61
1962,53,1954468.29
1962,54,1926421.57
1962,55,1880338.46
1962,56,1829519.59
1962,57,1764258.1
1962,58,1682076.01
1962,59,1601699.3
1962,60,1540023.72
1962,61,1484106.71
1962,62,1435687.66
1962,63,1399414.95
1962,64,1371532.7
1962,65,1343344
1962,66,1313001.5
1962,67,1282494.54
1962,68,1247419.71
1962,69,1199464.91
1962,70,1137525.69
1962,71,1069630.22
1962,72,998080.71
1962,73,923372.3
1962,74,849064.54
1962,75,778485.65
1962,76,710598.14
1962,77,643369.26
1962,78,577072.94
1962,79,512843.66
1962,80,448473.21
1962,81,407577.64
1962,82,341211.1
1962,83,290026.12
1962,84,249668.62
1962,85,216153.34
1962,86,181842.9
1962,87,144197.9
1962,88,113323.67
1962,89,92744.77
1962,90,68737.7
1962,91,55635.84
1962,92,40492.95
1962,93,28601.18
1962,94,20591.24
1962,95,14676.84
1962,96,9782.59
1962,97,6382.75
1962,98,4323.09
1962,99,2874.9
1962,100,1908.84
1962,101,1362.4
1962,102,850.85
1962,103,491.89
1962,104,312.92
1962,105,255.28
1962,106,184.46
1962,107,130.15
1962,108,96.74
1962,109,63.66
1962,110+,256.81
1963,0,4048032.91
1963,1,4116030.45
1963,2,4070033.91
1963,3,4050496.91
1963,4,4120393.49
1963,5,4137067.5
1963,6,4043086.05
1963,7,3983458.33
1963,8,3856420.91
1963,9,3798965.21
1963,10,3771547.05
1963,11,3650876.27
1963,12,3551599.91
1963,13,3445393.15
1963,14,3541902.45
1963,15,3635237.2
1963,16,3213525.96
1963,17,2731969.86
1963,18,2764964.38
1963,19,2773320.55
1963,20,2728008.21
1963,21,2477210.96
1963,22,2342194.52
1963,23,2246057.54
1963,24,2231547.95
1963,25,2196591.78
1963,26,2159030.14
1963,27,2162002.74
1963,28,2140583.57
1963,29,2137438.35
1963,30,2226441.09
1963,31,2242449.31
1963,32,2282460.27
1963,33,2316936.98
1963,34,2378942.46
1963,35,2418950.68
1963,36,2450463.01
1963,37,2474468.49
1963,38,2496967.12
1963,39,2512487.67
1963,40,2505526.03
1963,41,2472553.43
1963,42,2424561.65
1963,43,2372564.39
1963,44,2320054.8
1963,45,2279357.99
1963,46,2252216.9
1963,47,2225905.44
1963,48,2189224.08
1963,49,2145777.47
1963,50,2101911.25
1963,51,2052073.99
1963,52,2010840.12
1963,53,1986391.71
1963,54,1967157.6
1963,55,1931560.92
1963,56,1882524.13
1963,57,1814192.72
1963,58,1726182.8
1963,59,1633027.98
1963,60,1557012.28
1963,61,1494952.5
1963,62,1447794.53
1963,63,1412498.4
1963,64,1383191.74
1963,65,1352702.63
1963,66,1321156.84
1963,67,1288108.83
1963,68,1252799.55
1963,69,1213105.01
1963,70,1162184.42
1963,71,1098825.78
1963,72,1025870.43
1963,73,948726.17
1963,74,870706.25
1963,75,796419.99
1963,76,726582.16
1963,77,659308.93
1963,78,593244.37
1963,79,528744.4
1963,80,470949.76
1963,81,407213.14
1963,82,366391.9
1963,83,302862.82
1963,84,254325.46
1963,85,216168.96
1963,86,184747.09
1963,87,153483.35
1963,88,119811.38
1963,89,92612.18
1963,90,74373.66
1963,91,54475.94
1963,92,43429.88
1963,93,30800.32
1963,94,21350.18
1963,95,15050.13
1963,96,10484.59
1963,97,6828.51
1963,98,4411.26
1963,99,2928.49
1963,100,1949.9
1963,101,1276.88
1963,102,919.08
1963,103,586.26
1963,104,344
1963,105,213.21
1963,106,175.74
1963,107,133.83
1963,108,94.52
1963,109,75.98
1963,110+,232.45
1964,0,3979591.55
1964,1,4034759.33
1964,2,4059593.6
1964,3,4078076.29
1964,4,4100935.2
1964,5,4125526.97
1964,6,4116946.31
1964,7,4074879.78
1964,8,3914291.24
1964,9,3884570.41
1964,10,3879572.4
1964,11,3741259.34
1964,12,3662452.45
1964,13,3512520.74
1964,14,3542143.76
1964,15,3507757.99
1964,16,3592983.48
1964,17,3237410.96
1964,18,2740969.86
1964,19,2702484.93
1964,20,2845315.07
1964,21,2730983.57
1964,22,2479682.19
1964,23,2334684.93
1964,24,2279583.57
1964,25,2251057.54
1964,26,2205597.26
1964,27,2176035.62
1964,28,2172002.74
1964,29,2145082.2
1964,30,2187953.42
1964,31,2196424.65
1964,32,2248947.94
1964,33,2277454.79
1964,34,2335939.72
1964,35,2378438.35
1964,36,2417947.94
1964,37,2448961.64
1964,38,2472967.12
1964,39,2495465.75
1964,40,2509986.3
1964,41,2501526.03
1964,42,2467054.8
1964,43,2418060.28
1964,44,2363564.39
1964,45,2310474.2
1964,46,2267345
1964,47,2235201.02
1964,48,2203233.82
1964,49,2165489.04
1964,50,2125594.64
1964,51,2080635.78
1964,52,2042154.18
1964,53,2014850.75
1964,54,1994576.55
1964,55,1968209.55
1964,56,1929601.39
1964,57,1864262.96
1964,58,1775189.97
1964,59,1677502.33
1964,60,1588705.99
1964,61,1512183.16
1964,62,1458984.13
1964,63,1424955.74
1964,64,1396750.4
1964,65,1365076.25
1964,66,1331695.51
1964,67,1296839.57
1964,68,1257743.97
1964,69,1216892.88
1964,70,1173972.42
1964,71,1121658.32
1964,72,1052965.81
1964,73,974281.84
1964,74,893931.87
1964,75,816408.76
1964,76,742986.77
1964,77,674029.4
1964,78,608189.08
1964,79,544165.34
1964,80,483373.21
1964,81,426907.07
1964,82,365796.38
1964,83,324832.89
1964,84,265011.08
1964,85,219773.08
1964,86,184589.14
1964,87,155391.21
1964,88,127182.45
1964,89,97539.63
1964,90,74093.43
1964,91,58637.31
1964,92,42214.33
1964,93,32881.78
1964,94,22881.41
1964,95,15375.57
1964,96,10623.24
1964,97,7271.34
1964,98,4643.91
1964,99,2998.6
1964,100,1968.38
1964,101,1300.28
1964,102,863.07
1964,103,613.32
1964,104,409.96
1964,105,225.24
1964,106,150.63
1964,107,123.99
1964,108,101.59
1964,109,70.99
1964,110+,222.83
1965,0,3858208.8
1965,1,3963172.52
1965,2,3974367.85
1965,3,4069754.53
1965,4,4128382.14
1965,5,4101722.81
1965,6,4110222.35
1965,7,4144947.72
1965,8,4005521.84
1965,9,3944501.39
1965,10,3977396.18
1965,11,3833047.63
1965,12,3753835.41
1965,13,3628501.67
1965,14,3605824.17
1965,15,3512228.82
1965,16,3469598.95
1965,17,3617134.25
1965,18,3247915.07
1965,19,2691484.93
1965,20,2768473.97
1965,21,2825778.08
1965,22,2722482.2
1965,23,2473194.52
1965,24,2384704.11
1965,25,2296567.13
1965,26,2257545.21
1965,27,2225098.63
1965,28,2185032.88
1965,29,2173997.26
1965,30,2207600
1965,31,2144432.87
1965,32,2201923.28
1965,33,2239942.46
1965,34,2298457.53
1965,35,2333939.72
1965,36,2375936.98
1965,37,2415947.94
1965,38,2446460.27
1965,39,2470967.12
1965,40,2491964.38
1965,41,2505986.3
1965,42,2496024.66
1965,43,2459052.06
1965,44,2407556.17
1965,45,2352405.16
1965,46,2296930.99
1965,47,2250144.87
1965,48,2214397.27
1965,49,2182422.87
1965,50,2147866.89
1965,51,2107365.97
1965,52,2071547.86
1965,53,2043588
1965,54,2018459.37
1965,55,1991492.78
1965,56,1962106.24
1965,57,1908660.72
1965,58,1824799.45
1965,59,1727375.3
1965,60,1633945.42
1965,61,1544472.24
1965,62,1477011.22
1965,63,1436941.6
1965,64,1410099.68
1965,65,1379756.97
1965,66,1345681.79
1965,67,1308428.67
1965,68,1266366.14
1965,69,1220889.06
1965,70,1176649.43
1965,71,1132470.85
1965,72,1074676.21
1965,73,1000085.35
1965,74,918135.44
1965,75,838571.96
1965,76,761861.43
1965,77,689465.39
1965,78,622097.04
1965,79,558441.28
1965,80,510038.96
1965,81,439913.54
1965,82,385602.9
1965,83,326086.93
1965,84,285951.99
1965,85,230213.28
1965,86,188888.19
1965,87,156355.86
1965,88,129793.33
1965,89,104727.57
1965,90,78729.37
1965,91,58821.47
1965,92,46191.1
1965,93,32482.83
1965,94,24787.43
1965,95,16897.22
1965,96,11089.66
1965,97,7522.83
1965,98,5055.8
1965,99,3194.18
1965,100,2028.8
1965,101,1338.27
1965,102,892.28
1965,103,598.91
1965,104,427.51
1965,105,284.41
1965,106,145.91
1965,107,114.6
1965,108,93.27
1965,109,76.58
1965,110+,231.71
1966,0,3662403.38
1966,1,3841059.81
1966,2,3900950.97
1966,3,3988749.97
1966,4,4121899.7
1966,5,4127222.17
1966,6,4093728.95
1966,7,4136319.71
1966,8,4078257.93
1966,9,4040273.62
1966,10,4051547.06
1966,11,3915949.07
1966,12,3848523.5
1966,13,3727143.06
1966,14,3720706.73
1966,15,3580758.39
1966,16,3477304.22
1966,17,3493024.66
1966,18,3626126.03
1966,19,3190378.08
1966,20,2735936.99
1966,21,2723942.46
1966,22,2805747.94
1966,23,2709452.06
1966,24,2534706.85
1966,25,2389186.3
1966,26,2291547.95
1966,27,2277043.84
1966,28,2231594.52
1966,29,2184531.51
1966,30,2248512.33
1966,31,2149079.46
1966,32,2149934.24
1966,33,2188917.8
1966,34,2264449.31
1966,35,2293950.68
1966,36,2330939.72
1966,37,2373936.98
1966,38,2413449.31
1966,39,2445463.01
1966,40,2466967.12
1966,41,2488465.75
1966,42,2500487.67
1966,43,2486523.29
1966,44,2447052.06
1966,45,2395375.08
1966,46,2337618.96
1966,47,2279783.77
1966,48,2231465.94
1966,49,2196813.56
1966,50,2167694.95
1966,51,2133026.84
1966,52,2099377.88
1966,53,2070578.96
1966,54,2042776.75
1966,55,2011354.13
1966,56,1981251.25
1966,57,1938614.91
1966,58,1869046.82
1966,59,1778190.91
1966,60,1684821.45
1966,61,1590372.48
1966,62,1510153.01
1966,63,1455733.83
1966,64,1422632.66
1966,65,1393575.91
1966,66,1361016.21
1966,67,1322284.78
1966,68,1276618.93
1966,69,1227444.4
1966,70,1178576.33
1966,71,1133361.6
1966,72,1083720.62
1966,73,1019896.96
1966,74,941861.06
1966,75,860895.7
1966,76,782006.25
1966,77,706420.05
1966,78,635761.89
1966,79,570727.38
1966,80,518668.75
1966,81,463894.03
1966,82,397251.76
1966,83,343356.5
1966,84,287001.37
1966,85,248751.06
1966,86,197267.03
1966,87,159925.69
1966,88,130650.6
1966,89,106907.9
1966,90,84488.86
1966,91,62594.43
1966,92,46214.48
1966,93,35467.29
1966,94,24365.58
1966,95,18264.28
1966,96,12208.09
1966,97,7849.79
1966,98,5249.98
1966,99,3480.92
1966,100,2148.31
1966,101,1365.34
1966,102,923.36
1966,103,606.69
1966,104,410.81
1966,105,288.53
1966,106,206.64
1966,107,109.79
1966,108,83.01
1966,109,71.4
1966,110+,243.68
1967,0,3502528.69
1967,1,3644563
1967,2,3777327.25
1967,3,3918704.62
1967,4,4041233.75
1967,5,4118382.24
1967,6,4126036.72
1967,7,4117674.7
1967,8,4073589.87
1967,9,4117559.14
1967,10,4163246.59
1967,11,3975464.09
1967,12,3934964.41
1967,13,3829721.97
1967,14,3817529.03
1967,15,3699677.57
1967,16,3547360.71
1967,17,3499493.15
1967,18,3499024.66
1967,19,3555627.4
1967,20,3191808.22
1967,21,2661386.3
1967,22,2677901.37
1967,23,2776734.25
1967,24,2783473.98
1967,25,2528695.89
1967,26,2374679.45
1967,27,2313556.17
1967,28,2284049.32
1967,29,2232098.63
1967,30,2270547.95
1967,31,2176495.89
1967,32,2155079.46
1967,33,2135936.98
1967,34,2218926.02
1967,35,2258953.42
1967,36,2292454.79
1967,37,2327435.61
1967,38,2372438.35
1967,39,2414452.05
1967,40,2443468.49
1967,41,2466473.97
1967,42,2485471.23
1967,43,2492493.15
1967,44,2476027.4
1967,45,2435870.37
1967,46,2380995.89
1967,47,2321945.7
1967,48,2264545.12
1967,49,2218428.1
1967,50,2186246.87
1967,51,2157458.11
1967,52,2127270.53
1967,53,2096929.73
1967,54,2066013.42
1967,55,2032161.88
1967,56,1997321.27
1967,57,1955509.41
1967,58,1899349.77
1967,59,1824289.43
1967,60,1737328.39
1967,61,1642623.67
1967,62,1557733.8
1967,63,1490638.23
1967,64,1442876.25
1967,65,1407289.66
1967,66,1376115.15
1967,67,1338065.44
1967,68,1289711.42
1967,69,1236178.52
1967,70,1183571.35
1967,71,1133965.02
1967,72,1083306.27
1967,73,1027618.23
1967,74,960264.39
1967,75,883512.76
1967,76,803200.31
1967,77,725626.57
1967,78,652017.13
1967,79,583929.78
1967,80,524276.05
1967,81,471633.51
1967,82,418761.23
1967,83,354252.26
1967,84,302372.89
1967,85,249810.28
1967,86,213698.52
1967,87,166952.98
1967,88,133528.65
1967,89,107609.89
1967,90,86661.3
1967,91,67130.94
1967,92,48964.72
1967,93,35394.72
1967,94,26699
1967,95,17850.07
1967,96,13133.64
1967,97,8690.53
1967,98,5450.2
1967,99,3666.98
1967,100,2379.64
1967,101,1430.73
1967,102,928.8
1967,103,619.17
1967,104,419.85
1967,105,276.6
1967,106,191.06
1967,107,137.73
1967,108,78.24
1967,109,60.25
1967,110+,231.17
1968,0,3408079.47
