Year,Age,Total
1977,55,2336090.41
1977,56,2308942.46
1977,57,2245178.08
1977,58,2107128.76
1977,59,2041079.46
1977,60,1897487.67
1977,61,1962479.45
1977,62,1942556.17
1977,63,1898528.77
1977,64,1844063.02
1977,65,1789027.4
1977,66,1776931.5
1977,67,1712627.39
1977,68,1616043.84
1977,69,1510106.85
1977,70,1331024.66
1977,71,1319545.21
1977,72,1210572.61
1977,73,1141556.17
1977,74,1030115.07
1977,75,967920.55
1977,76,978983.56
1977,77,898624.66
1977,78,809569.87
1977,79,724495.89
1977,80,677241.37
1977,81,618953.35
1977,82,550569.17
1977,83,488166.82
1977,84,435941.13
1977,85,360991.32
1977,86,313615.5
1977,87,267926.28
1977,88,223243.14
1977,89,169338.16
1977,90,136592.46
1977,91,108926.56
1977,92,84580.3
1977,93,61988.35
1977,94,45543.62
1977,95,32089.79
1977,96,23181.5
1977,97,14992.08
1977,98,9721.33
1977,99,6551.83
1977,100,4419.71
1977,101,2886.91
1977,102,1786.97
1977,103,1121.65
1977,104,757.89
1977,105,479.43
1977,106,332.48
1977,107,202.41
1977,108,151.38
1977,109,104.65
1977,110+,273.93
1978,0,3302564.39
1978,1,3105200
1978,2,3042945.2
1978,3,3076112.32
1978,4,3122410.95
1978,5,3245257.53
1978,6,3493586.3
1978,7,3673630.13
1978,8,3481624.65
1978,9,3521084.94
1978,10,3617893.16
1978,11,3652882.2
1978,12,3787216.43
1978,13,4000780.82
1978,14,4152427.39
1978,15,4236424.65
1978,16,4299408.21
1978,17,4305106.85
1978,18,4233989.04
1978,19,4381515.07
1978,20,4358019.18
1978,21,4183715.07
1978,22,4050583.57
1978,23,3981128.76
1978,24,3956649.31
1978,25,3859153.42
1978,26,3728150.68
1978,27,3647709.59
1978,28,3473991.78
1978,29,3674049.32
1978,30,3844616.44
1978,31,3336956.17
1978,32,2849443.83
1978,33,2862460.27
1978,34,3046786.3
1978,35,2901517.8
1978,36,2597213.7
1978,37,2460186.3
1978,38,2341547.95
1978,39,2381550.69
1978,40,2366610.95
1978,41,2257027.4
1978,42,2240035.62
1978,43,2187052.06
1978,44,2205953.42
1978,45,2206495.89
1978,46,2225427.39
1978,47,2316334.25
1978,48,2313583.57
1978,49,2362463.01
1978,50,2291493.15
1978,51,2366454.79
1978,52,2395923.28
1978,53,2413534.25
1978,54,2373019.18
1978,55,2352956.16
1978,56,2323095.89
1978,57,2290947.94
1978,58,2221183.56
1978,59,2121641.09
1978,60,1915060.28
1978,61,1958509.59
1978,62,1956983.56
1978,63,1930057.54
1978,64,1876024.66
1978,65,1821060.28
1978,66,1760523.29
1978,67,1732928.76
1978,68,1679128.76
1978,69,1565545.21
1978,70,1372087.67
1978,71,1350539.73
1978,72,1252041.1
1978,73,1191580.83
1978,74,1092556.17
1978,75,980112.33
1978,76,942416.44
1978,77,937983.56
1978,78,885136.98
1978,79,747065.76
1978,80,662058.05
1978,81,627389.25
1978,82,569586.65
1978,83,502094.72
1978,84,440743.85
1978,85,390203.51
1978,86,320016.95
1978,87,274797.09
1978,88,232302.39
1978,89,191004.07
1978,90,142348.53
1978,91,113338.82
1978,92,88763.35
1978,93,67850.29
1978,94,48871.92
1978,95,35239.93
1978,96,24343.26
1978,97,17220.26
1978,98,10911.2
1978,99,6961.8
1978,100,4648.96
1978,101,3062.09
1978,102,2006.46
1978,103,1236
1978,104,770.93
1978,105,505.22
1978,106,331.6
1978,107,234.06
1978,108,142.07
1978,109,105.8
1978,110+,273.78
1979,0,3376136.98
1979,1,3195046.58
1979,2,3098706.85
1979,3,3096945.2
1979,4,3132616.43
1979,5,3124410.95
1979,6,3253254.79
1979,7,3570589.04
1979,8,3570117.8
1979,9,3603641.09
1979,10,3606575.35
1979,11,3575906.84
1979,12,3638876.72
1979,13,3817717.8
1979,14,4042772.6
1979,15,4184432.87
1979,16,4239928.76
1979,17,4309405.47
1979,18,4266098.63
1979,19,4391010.96
1979,20,4366002.74
1979,21,4274032.88
1979,22,4163726.03
1979,23,4062594.53
1979,24,4055621.91
1979,25,3973158.9
1979,26,3840156.16
1979,27,3778649.31
1979,28,3537682.19
1979,29,3701526.03
1979,30,3712019.18
1979,31,3735641.1
1979,32,3361956.17
1979,33,2826942.46
1979,34,2953958.9
1979,35,3010783.56
1979,36,2858000
1979,37,2607216.44
1979,38,2424178.08
1979,39,2422561.65
1979,40,2428057.54
1979,41,2302095.9
1979,42,2263528.77
1979,43,2218032.88
1979,44,2210057.54
1979,45,2187452.05
1979,46,2196994.52
1979,47,2229928.76
1979,48,2282331.51
1979,49,2384597.27
1979,50,2271452.05
1979,51,2353008.22
1979,52,2351956.16
1979,53,2399928.76
1979,54,2393035.62
1979,55,2343016.44
1979,56,2342457.53
1979,57,2307597.26
1979,58,2267945.2
1979,59,2243693.15
1979,60,1978613.7
1979,61,1992082.2
1979,62,1955512.33
1979,63,1944482.19
1979,64,1905556.17
1979,65,1852024.66
1979,66,1790558.91
1979,67,1714520.55
1979,68,1700931.5
1979,69,1628627.39
1979,70,1413526.03
1979,71,1404608.22
1979,72,1280536.99
1979,73,1239049.32
1979,74,1143082.19
1979,75,1043060.28
1979,76,957123.28
1979,77,901416.44
1979,78,930487.67
1979,79,815621.92
1979,80,692171.69
1979,81,613111.23
1979,82,576940.31
1979,83,519792.84
1979,84,454100.04
1979,85,394479.57
1979,86,346057.23
1979,87,280482.44
1979,88,238064.7
1979,89,198727.04
1979,90,160638.07
1979,91,117881.71
1979,92,92472.45
1979,93,70992.71
1979,94,53295.16
1979,95,37675.38
1979,96,26553.52
1979,97,17913.14
1979,98,12545.18
1979,99,7789.36
1979,100,4846.89
1979,101,3167.23
1979,102,2063.34
1979,103,1377
1979,104,812.89
1979,105,509.42
1979,106,336.73
1979,107,225.38
1979,108,161.76
1979,109,101.88
1979,110+,280.66
1980,0,3493111.86
1980,1,3263909.33
1980,2,3192134.04
1980,3,3157770.18
1980,4,3151196.96
1980,5,3136054.37
1980,6,3137180.22
1980,7,3334108.09
1980,8,3470496.64
1980,9,3695367.8
1980,10,3681672.75
1980,11,3573442.41
1980,12,3560405.21
1980,13,3670401.15
1980,14,3854460.14
1980,15,4079193.21
1980,16,4191942.74
1980,17,4249804.66
1980,18,4265818.64
1980,19,4441388.75
1980,20,4369557.48
1980,21,4291552.17
1980,22,4260769.35
1980,23,4184893.15
1980,24,4134477.2
1980,25,4082129.7
1980,26,3958376.69
1980,27,3892337.63
1980,28,3652418.8
1980,29,3796555.76
1980,30,3719147.91
1980,31,3619561.29
1980,32,3763438.24
1980,33,3333748.44
1980,34,2917027.97
1980,35,2917186.53
1980,36,2962947.47
1980,37,2871557.98
1980,38,2563582.27
1980,39,2519756.75
1980,40,2468936.47
1980,41,2353993.43
1980,42,2311210.17
1980,43,2246169.18
1980,44,2244723.5
1980,45,2189493.26
1980,46,2186192.44
1980,47,2206688.85
1980,48,2184005.92
1980,49,2362417.68
1980,50,2298491.06
1980,51,2323660.14
1980,52,2340782.57
1980,53,2361393.55
1980,54,2385987.33
1980,55,2358847.41
1980,56,2332778.79
1980,57,2334938.98
1980,58,2274719
1980,59,2294948.44
1980,60,2101801.5
1980,61,2052840.26
1980,62,1980607.3
1980,63,1944986.59
1980,64,1924477.34
1980,65,1882344.82
1980,66,1815534.16
1980,67,1746161.01
1980,68,1681028.24
1980,69,1652758.23
1980,70,1474800.53
1980,71,1446347.42
1980,72,1336460.01
1980,73,1263668.72
1980,74,1195183.61
1980,75,1095390.03
1980,76,1022237.29
1980,77,916939.01
1980,78,905964.26
1980,79,836530.37
1980,80,670931.53
1980,81,642794.39
1980,82,565324.11
1980,83,527804.02
1980,84,471315.5
1980,85,408027.2
1980,86,351024.35
1980,87,304471.01
1980,88,244228.44
1980,89,204947.8
1980,90,168481.65
1980,91,134208.01
1980,92,97117.88
1980,93,74908.97
1980,94,56237.5
1980,95,41420.4
1980,96,28675.73
1980,97,19844.06
1980,98,13223.28
1980,99,9124.01
1980,100,5532.65
1980,101,3367.3
1980,102,2164.84
1980,103,1392.02
1980,104,924.53
1980,105,540.23
1980,106,349.94
1980,107,239.3
1980,108,163.3
1980,109,108.31
1980,110+,277.66
1981,0,3583713.68
1981,1,3375935.03
1981,2,3262464.38
1981,3,3249545.27
1981,4,3200897.98
1981,5,3154226.94
1981,6,3148285.22
1981,7,3206422.24
1981,8,3234545.55
1981,9,3587014.26
1981,10,3768204.38
1981,11,3647967.18
1981,12,3563056.03
1981,13,3589723.26
1981,14,3699507.92
1981,15,3890903.13
1981,16,4085246.92
1981,17,4199223.26
1981,18,4200338.91
1981,19,4449254.94
1981,20,4416213.03
1981,21,4298288.82
1981,22,4276113.29
1981,23,4281340.68
1981,24,4252698.33
1981,25,4167597.08
1981,26,4067435.7
1981,27,4008392.85
1981,28,3750898
1981,29,3933849.14
1981,30,3789842.26
1981,31,3637006.1
1981,32,3648144.83
1981,33,3726771.28
1981,34,3436675.51
1981,35,2881642.14
1981,36,2874771.46
1981,37,2977645.14
1981,38,2807447.13
1981,39,2680312.04
1981,40,2544099.19
1981,41,2384383.36
1981,42,2365559.89
1981,43,2314061.57
1981,44,2270695.67
1981,45,2212664.34
1981,46,2212982.63
1981,47,2205690.47
1981,48,2113728.51
1981,49,2271319.57
1981,50,2325085.27
1981,51,2281500.69
1981,52,2315075.26
1981,53,2355224.9
1981,54,2367649.78
1981,55,2333508.01
1981,56,2339498.16
1981,57,2350434.24
1981,58,2262453.38
1981,59,2296934.7
1981,60,2225703.24
1981,61,2106641.7
1981,62,1995241.99
1981,63,1976974.92
1981,64,1946765.04
1981,65,1904321.04
1981,66,1824207.09
1981,67,1781006.05
1981,68,1697343.42
1981,69,1646974.64
1981,70,1542370.86
1981,71,1465001.09
1981,72,1391585.74
1981,73,1285202.22
1981,74,1232607.47
1981,75,1141577.61
1981,76,1056691.65
1981,77,976143.93
1981,78,896697.13
1981,79,823066.99
1981,80,776310.13
1981,81,620626.56
1981,82,591747.11
1981,83,516001.69
1981,84,477629.46
1981,85,422381.11
1981,86,361771.63
1981,87,307426.58
1981,88,263979.19
1981,89,209040.55
1981,90,172853.69
1981,91,139741.04
1981,92,109593.86
1981,93,77646.92
1981,94,58801.72
1981,95,43245.59
1981,96,31144.81
1981,97,21171.68
1981,98,14379.29
1981,99,9426.18
1981,100,6291.45
1981,101,3691.56
1981,102,2234.92
1981,103,1431.92
1981,104,891.52
1981,105,616.62
1981,106,359.94
1981,107,238.22
1981,108,155.34
1981,109,108.86
1981,110+,275.39
1982,0,3625554.49
1982,1,3462644.79
1982,2,3375768.47
1982,3,3311213.89
1982,4,3285551.41
1982,5,3201503.34
1982,6,3159438.82
1982,7,3200623.3
1982,8,3099253.4
1982,9,3348074.18
1982,10,3652926.73
1982,11,3727309.75
1982,12,3640914.23
1982,13,3588824.24
1982,14,3612304.07
1982,15,3732348.05
1982,16,3893703.98
1982,17,4093559.16
1982,18,4147712.87
1982,19,4383003.48
1982,20,4421602.36
1982,21,4342197.16
1982,22,4273325.1
1982,23,4288139.53
1982,24,4347250.77
1982,25,4281924.81
1982,26,4149086.11
1982,27,4111724.32
1982,28,3851580.34
1982,29,4042795.31
1982,30,3906835.95
1982,31,3706420.11
1982,32,3661499.35
1982,33,3607572.08
1982,34,3840157.98
1982,35,3392363.97
1982,36,2841801.29
1982,37,2887965.67
1982,38,2893780.79
1982,39,2951844.64
1982,40,2680429.12
1982,41,2452936.15
1982,42,2395274.56
1982,43,2380221.47
1982,44,2337993.38
1982,45,2228563.66
1982,46,2246168.57
1982,47,2237128.87
1982,48,2077730.64
1982,49,2208636.16
1982,50,2270073.67
1982,51,2253259.5
1982,52,2274093.3
1982,53,2330548.77
1982,54,2376007.59
1982,55,2299862.54
1982,56,2308426.46
1982,57,2373227.88
1982,58,2242926.18
1982,59,2283935.1
1982,60,2285643.66
1982,61,2170917.27
1982,62,2015339.34
1982,63,1996011.47
1982,64,1995727.1
1982,65,1926252.89
1982,66,1832198.32
1982,67,1798493.89
1982,68,1717029.54
1982,69,1676897.87
1982,70,1574573.36
1982,71,1497380.12
1982,72,1417756.96
1982,73,1315277.18
1982,74,1263378.33
1982,75,1173450.2
1982,76,1085695.31
1982,77,1004321.76
1982,78,920472
1982,79,843899.57
1982,80,714376.04
1982,81,720878.18
1982,82,571192.88
1982,83,541955.6
1982,84,468093.89
1982,85,429592.19
1982,86,375876.58
1982,87,318084.86
1982,88,267497.17
1982,89,226951.19
1982,90,176971.04
1982,91,144485.53
1982,92,114820.67
1982,93,88252.5
1982,94,61369.9
1982,95,45639.48
1982,96,32763.9
1982,97,23187.59
1982,98,15482.46
1982,99,10430.59
1982,100,6681.64
1982,101,4312.63
1982,102,2477.31
1982,103,1461.46
1982,104,928.79
1982,105,581.35
1982,106,404.45
1982,107,244.17
1982,108,156.11
1982,109,105.25
1982,110+,265.28
1983,0,3646384.69
1983,1,3509757.83
1983,2,3463714.24
1983,3,3420025.16
1983,4,3347911.14
1983,5,3284854.47
1983,6,3204742.57
1983,7,3205950.29
1983,8,3090262.93
1983,9,3219918.3
1983,10,3403912.1
1983,11,3609525.48
1983,12,3718329.4
1983,13,3665364.41
1983,14,3609042.46
1983,15,3642736.34
1983,16,3736136.91
1983,17,3910310.46
1983,18,4047224.23
1983,19,4337628.63
1983,20,4359536.49
1983,21,4350124.13
1983,22,4308529.03
1983,23,4280955.82
1983,24,4357994.25
1983,25,4368885.99
1983,26,4261968.82
1983,27,4190980.42
1983,28,3942862.32
1983,29,4158059.47
1983,30,4005737.97
1983,31,3817580.11
1983,32,3727415.26
1983,33,3621476.6
1983,34,3718622.43
1983,35,3789833.95
1983,36,3340387.65
1983,37,2856215.41
1983,38,2795221.7
1983,39,3060696.55
1983,40,2940820.04
1983,41,2588732.7
1983,42,2462675.28
1983,43,2404943.28
1983,44,2410996.4
1983,45,2294802
1983,46,2250819.6
1983,47,2269808.93
1983,48,2108296.84
1983,49,2182720.6
1983,50,2200333.23
1983,51,2197861.86
1983,52,2244833.09
1983,53,2288604.16
1983,54,2352214.01
1983,55,2307286.76
1983,56,2280873.27
1983,57,2338645.11
1983,58,2257990.76
1983,59,2274958.37
1983,60,2266732.94
1983,61,2228604.97
1983,62,2085139.27
1983,63,2015554.84
1983,64,2015213.52
1983,65,1968836.77
1983,66,1857449.71
1983,67,1809451.15
1983,68,1729191.81
1983,69,1700350.42
1983,70,1603507.43
1983,71,1529117.83
1983,72,1443434.9
1983,73,1345611.93
1983,74,1294079.78
1983,75,1204589.61
1983,76,1114426.91
1983,77,1033437.51
1983,78,947033.27
1983,79,867851.53
1983,80,774921.31
1983,81,663368
1983,82,665867.82
1983,83,522251.93
1983,84,492981.31
1983,85,421461.52
1983,86,383379.29
1983,87,331859.44
1983,88,277775.98
1983,89,230798.06
1983,90,193457.1
1983,91,148592.1
1983,92,119735.25
1983,93,93404.37
1983,94,70453.21
1983,95,48004.45
1983,96,34917.08
1983,97,24590.04
1983,98,17047.09
1983,99,11171.8
1983,100,7362.85
1983,101,4688.53
1983,102,2959.93
1983,103,1687.7
1983,104,981.17
1983,105,612.64
1983,106,393.96
1983,107,265.21
1983,108,160.24
1983,109,108.79
1983,110+,254.95
1984,0,3610436.64
1984,1,3536910.16
1984,2,3512555.11
1984,3,3502917.2
1984,4,3458277.67
1984,5,3346664.06
1984,6,3286640.77
1984,7,3246372.21
1984,8,3093185.04
1984,9,3223115.87
1984,10,3268801.32
1984,11,3361314.55
1984,12,3601113.87
1984,13,3742947.69
1984,14,3684650.13
1984,15,3638668.97
1984,16,3648251.71
1984,17,3761311.89
1984,18,3867678.56
1984,19,4242758.4
1984,20,4317221.04
1984,21,4292056.7
1984,22,4308023.67
1984,23,4309534.69
1984,24,4353855.94
1984,25,4372505.52
1984,26,4348388.48
1984,27,4301897.63
1984,28,4011576.04
1984,29,4265707.52
1984,30,4111961.04
1984,31,3912980.23
1984,32,3836352.85
1984,33,3689303.25
1984,34,3735115.32
1984,35,3673224.49
1984,36,3728311.01
1984,37,3358133.14
1984,38,2755706.58
1984,39,2977874.54
1984,40,3039268.12
1984,41,2845682.06
1984,42,2598309.63
1984,43,2467804.12
1984,44,2442498.95
1984,45,2366632.06
1984,46,2306598.9
1984,47,2274239.64
1984,48,2139879.95
1984,49,2227802.12
1984,50,2168279.71
1984,51,2128634.94
1984,52,2188744.39
1984,53,2258632.28
1984,54,2311044.05
1984,55,2283318.84
1984,56,2294136.53
1984,57,2307618.61
1984,58,2218176.39
1984,59,2300849.24
1984,60,2251369.54
1984,61,2208594.61
1984,62,2149274.63
1984,63,2084821.8
1984,64,2034922.24
1984,65,1981614.45
1984,66,1901479.92
1984,67,1837441.39
1984,68,1734629.1
1984,69,1715522.69
1984,70,1625419.63
1984,71,1556874.24
1984,72,1467475.97
1984,73,1375144.49
1984,74,1324702.62
1984,75,1235067.89
1984,76,1141334.82
1984,77,1061662.82
1984,78,973657.17
1984,79,894055.26
1984,80,789456.38
1984,81,721137.98
1984,82,611232.58
1984,83,609773.88
1984,84,472734.54
1984,85,444276.25
1984,86,375259.81
1984,87,337683.98
1984,88,289292.16
1984,89,239242.16
1984,90,195545.72
1984,91,161943.9
1984,92,122393.34
1984,93,96522.48
1984,94,74076.47
1984,95,54933.97
1984,96,36598.19
1984,97,25911.8
1984,98,17820.86
1984,99,12149.06
1984,100,7876.27
1984,101,5081.05
1984,102,3173.94
1984,103,1956.08
1984,104,1090.3
1984,105,634.32
1984,106,408.7
1984,107,271.65
1984,108,178.21
1984,109,99.52
1984,110+,231.18
1985,0,3625417.22
1985,1,3510065.59
1985,2,3543008.42
1985,3,3546731.38
1985,4,3543241.37
1985,5,3457656.46
1985,6,3348007.56
1985,7,3324674.27
1985,8,3131194.37
1985,9,3240306.2
1985,10,3267567.22
1985,11,3226469.6
1985,12,3354943.76
1985,13,3626404.43
1985,14,3762889.77
1985,15,3715254.79
1985,16,3646833.36
1985,17,3682665.54
1985,18,3722422.04
1985,19,4061480.15
1985,20,4220048.69
1985,21,4247958.96
1985,22,4240571.46
1985,23,4302441.93
1985,24,4385610.27
1985,25,4361573.05
1985,26,4353298.54
1985,27,4386980.5
1985,28,4111488.37
1985,29,4351814.48
1985,30,4210941.7
1985,31,4015828.04
1985,32,3930502.05
1985,33,3800350.64
1985,34,3807317.01
1985,35,3692043.64
1985,36,3612021.33
1985,37,3750691.71
1985,38,3227642.51
1985,39,2954097.39
1985,40,2948133.18
1985,41,2946817.4
1985,42,2855293.22
1985,43,2599027.21
1985,44,2512833.43
1985,45,2398539.38
1985,46,2367690.25
1985,47,2330190.84
1985,48,2145707.45
1985,49,2275323.85
1985,50,2205941.7
1985,51,2096668.74
1985,52,2118739.79
1985,53,2201855.31
1985,54,2281807.41
1985,55,2242481.13
1985,56,2275993.04
1985,57,2318421.46
1985,58,2182032.81
1985,59,2270999.72
1985,60,2269816.17
1985,61,2192252.19
1985,62,2138758.45
1985,63,2148841.28
1985,64,2105021.67
1985,65,1994672.59
1985,66,1916930.12
1985,67,1884310.02
1985,68,1757636.79
1985,69,1725422.44
1985,70,1640029.93
1985,71,1577981.61
1985,72,1487468.33
1985,73,1403495.19
1985,74,1354995.38
1985,75,1266328.76
1985,76,1167924.02
1985,77,1088225.46
1985,78,999595.4
1985,79,920550.83
1985,80,810656.59
1985,81,734510.71
1985,82,667094.64
1985,83,559282.8
1985,84,554711.01
1985,85,424635.76
1985,86,396670.93
1985,87,330475.59
1985,88,294622.09
1985,89,249502.55
1985,90,203126.39
1985,91,163499.76
1985,92,133662.01
1985,93,98811.1
1985,94,76663.86
1985,95,57621.6
1985,96,41901.95
1985,97,27253.34
1985,98,18860.41
1985,99,12678.44
1985,100,8501.81
1985,101,5404.06
1985,102,3389.05
1985,103,2112.83
1985,104,1281.77
1985,105,702.04
1985,106,392.28
1985,107,252.34
1985,108,173.18
1985,109,119.68
1985,110+,217.75
1986,0,3689125.15
1986,1,3532405.94
1986,2,3519496.97
1986,3,3572256.66
1986,4,3588941.87
1986,5,3543054.78
1986,6,3458361.21
1986,7,3382006
1986,8,3205077.49
1986,9,3293721.91
1986,10,3279414.24
1986,11,3223233.45
1986,12,3221181.86
1986,13,3379812.54
1986,14,3646433.6
1986,15,3794406.6
1986,16,3725816.47
1986,17,3690144.4
1986,18,3645977.45
1986,19,3913678.47
1986,20,4040891.14
1986,21,4155598.89
1986,22,4189397.79
1986,23,4233500.61
1986,24,4384230.5
1986,25,4387224.42
1986,26,4345570.8
1986,27,4391880.49
1986,28,4187237.17
1986,29,4470430.66
1986,30,4287224.39
1986,31,4112019.57
1986,32,4032381.56
1986,33,3896967.02
1986,34,3924055.47
1986,35,3766860.86
1986,36,3628154.43
1986,37,3638379.54
1986,38,3591446.38
1986,39,3483865.32
1986,40,2919441.26
1986,41,2864541.69
1986,42,2956170.04
1986,43,2849758.03
1986,44,2653192.42
1986,45,2468949.2
1986,46,2387787.85
1986,47,2391390.11
1986,48,2199826.03
1986,49,2294114.58
1986,50,2244706.78
1986,51,2131331.97
1986,52,2085255.75
1986,53,2130809.51
1986,54,2225217.2
1986,55,2213049.8
1986,56,2240576.79
1986,57,2297591.76
1986,58,2185693.18
1986,59,2244815.27
1986,60,2233669.03
1986,61,2209017.91
1986,62,2131651.68
1986,63,2137900.63
1986,64,2170346.49
1986,65,2056715.24
1986,66,1932734.97
1986,67,1902507.55
1986,68,1798161.75
1986,69,1753718.94
1986,70,1650063.07
1986,71,1592051.46
1986,72,1500663.35
1986,73,1427752.79
1986,74,1383972.01
1986,75,1297469.07
1986,76,1195716.12
1986,77,1114734.16
1986,78,1023812.96
1986,79,946723.38
1986,80,839820.05
1986,81,753372.22
1986,82,678215.76
1986,83,611760.9
1986,84,506847.93
1986,85,499685.72
1986,86,376828.01
1986,87,350291.78
1986,88,287377.61
1986,89,253270.2
1986,90,211447.57
1986,91,169569.62
1986,92,134161.25
1986,93,107457.98
1986,94,77772.79
1986,95,59247.04
1986,96,43735.95
1986,97,31101.47
1986,98,19799.06
1986,99,13346.46
1986,100,8913.55
1986,101,5984.23
1986,102,3596.82
1986,103,2201.96
1986,104,1372.8
1986,105,813.69
1986,106,429.69
1986,107,239.39
1986,108,150.46
1986,109,107.85
1986,110+,210.61
1987,0,3701420.11
1987,1,3601547.29
1987,2,3544866.37
1987,3,3543452.73
1987,4,3616189.38
1987,5,3589250.82
1987,6,3543004.95
1987,7,3488258.53
1987,8,3258467.99
1987,9,3385800.31
1987,10,3329021.92
1987,11,3233216.37
1987,12,3217970.77
1987,13,3245787.86
1987,14,3399409.69
1987,15,3677894.11
1987,16,3806995.98
1987,17,3778505.12
1987,18,3653310.58
1987,19,3838578.17
1987,20,3897588.81
1987,21,3985263.15
1987,22,4090512.19
1987,23,4176995.58
1987,24,4316686.91
1987,25,4377535.1
1987,26,4370729.37
1987,27,4381003.26
1987,28,4184333.96
1987,29,4561150.93
1987,30,4394693.71
1987,31,4184734.77
1987,32,4126094.76
1987,33,4000061.41
1987,34,4026466.06
1987,35,3884228.36
1987,36,3698608.62
1987,37,3657452.28
1987,38,3470417.03
1987,39,3904218.85
1987,40,3428329.39
1987,41,2841643.13
1987,42,2873066.3
1987,43,2944429.21
1987,44,2916976.54
1987,45,2607598.96
1987,46,2445327.98
1987,47,2410836.7
1987,48,2258219.22
1987,49,2364542.55
1987,50,2256077.32
1987,51,2166329.17
1987,52,2118505.59
1987,53,2096664.7
1987,54,2153899.88
1987,55,2157046.91
1987,56,2216175.91
1987,57,2258951.74
1987,58,2159394.03
1987,59,2259785.71
1987,60,2201754.76
1987,61,2172224.51
1987,62,2156336.12
1987,63,2130313.18
1987,64,2159973.48
1987,65,2113950.74
1987,66,1995951.58
1987,67,1920705.6
1987,68,1810475.17
1987,69,1798737.92
1987,70,1678623.03
1987,71,1602176.27
1987,72,1507242.2
1987,73,1445622.18
1987,74,1408881.26
1987,75,1327386.4
1987,76,1223492.98
1987,77,1143144.67
1987,78,1048444.51
1987,79,971595.27
1987,80,851620.14
1987,81,781258.8
1987,82,695760.72
1987,83,621715.63
1987,84,557416.53
1987,85,455953.74
1987,86,446798.21
1987,87,331159.63
1987,88,306569.53
1987,89,247298.25
1987,90,215022.93
1987,91,176833.26
1987,92,139363.14
1987,93,108190.19
1987,94,85217.06
1987,95,60242.76
1987,96,45099.67
1987,97,32560.21
1987,98,22594.05
1987,99,14034.02
1987,100,9364.53
1987,101,6178.88
1987,102,4020.11
1987,103,2349.92
1987,104,1384.74
1987,105,863.09
1987,106,507.37
1987,107,283.63
1987,108,150.57
1987,109,91.66
1987,110+,195.14
1988,0,3729977.45
1988,1,3621622.26
1988,2,3618471.1
1988,3,3564355.85
1988,4,3589582.02
1988,5,3618352.01
1988,6,3589360.07
1988,7,3568833.48
1988,8,3360375.14
1988,9,3458310.04
1988,10,3417430.28
1988,11,3280563.6
1988,12,3229045.04
1988,13,3243613.1
1988,14,3266053.04
1988,15,3431037.12
1988,16,3693518.03
1988,17,3871301.15
1988,18,3744313.66
1988,19,3856876.86
1988,20,3826615.13
1988,21,3847211.69
1988,22,3915630.35
1988,23,4072906.6
1988,24,4259943.1
1988,25,4302143.79
1988,26,4359677.39
1988,27,4401691.14
1988,28,4165375.14
1988,29,4568858.26
1988,30,4473735.39
1988,31,4286668.18
1988,32,4196132.22
1988,33,4095594.38
1988,34,4135893.23
1988,35,3986601.07
1988,36,3810958.34
1988,37,3730893.47
1988,38,3475989.3
1988,39,3801879.2
1988,40,3824336.46
1988,41,3343468.27
1988,42,2850414.18
1988,43,2857679.12
1988,44,3022510
1988,45,2866682.14
1988,46,2570545.39
1988,47,2467909.35
1988,48,2277976.44
1988,49,2442111.75
1988,50,2318528.47
1988,51,2176165.71
1988,52,2153022.74
1988,53,2130017.92
1988,54,2120773.11
1988,55,2086969.56
1988,56,2165026.6
1988,57,2232037.57
1988,58,2116643.22
1988,59,2244261.53
1988,60,2209689.94
1988,61,2140281.2
1988,62,2129298.53
1988,63,2154532.84
1988,64,2153138.89
1988,65,2097900.66
1988,66,2055091.62
1988,67,1986684.51
1988,68,1822817.44
1988,69,1815814.06
1988,70,1722595.47
1988,71,1631084.28
1988,72,1510476.66
1988,73,1457132.88
1988,74,1427168.37
1988,75,1352921.09
1988,76,1249465.18
1988,77,1171346.1
1988,78,1074838.8
1988,79,996579.67
1988,80,886596.59
1988,81,792324.93
1988,82,722655.37
1988,83,638722.85
1988,84,566298.54
1988,85,503954.23
1988,86,406095.77
1988,87,395308.96
1988,88,287414.1
1988,89,265163.26
1988,90,209830.79
1988,91,180124.66
1988,92,145497.7
1988,93,112649.84
1988,94,85542.59
1988,95,66102.03
1988,96,45593.95
1988,97,33385.32
1988,98,23665.37
1988,99,16127.93
1988,100,9686.74
1988,101,6327.78
1988,102,4071.84
1988,103,2558.7
1988,104,1459.35
1988,105,871.74
1988,106,557.84
1988,107,310.02
1988,108,175.07
1988,109,95.49
1988,110+,167.96
1989,0,3807618.08
1989,1,3656492.61
1989,2,3642649.22
1989,3,3632829.06
1989,4,3612578.31
1989,5,3592862.97
1989,6,3618067.69
1989,7,3610040.96
1989,8,3436335.74
1989,9,3580955.9
1989,10,3484656.6
1989,11,3365658
1989,12,3276975.55
1989,13,3255396.65
1989,14,3264261.49
1989,15,3297744.78
1989,16,3449466.9
1989,17,3767253.23
1989,18,3837669.16
1989,19,3962090.35
1989,20,3847788.8
1989,21,3780667.4
1989,22,3773957.59
1989,23,3895841.97
1989,24,4157297.06
1989,25,4237836.51
1989,26,4285290.76
1989,27,4387491.49
1989,28,4177025.01
1989,29,4561824.99
1989,30,4470408.08
1989,31,4361876.4
1989,32,4295250.52
1989,33,4168346.55
1989,34,4238055.74
1989,35,4097205.95
1989,36,3909165.68
1989,37,3846815.77
1989,38,3535303.24
